,word1,word2,human_score,wordnet_score,word2vec_score
0,access,gateway,3.791666667,2.538973871058276,0.315719336271286
1,account,explanation,2.0,3.6375861597263857,0.24153918027877808
2,account,invoice,3.75,3.6375861597263857,0.276443213224411
3,account,statement,3.6818181819999998,2.9444389791664407,0.19284522533416748
4,acoustic,remedy,1.2272727270000001,2.9444389791664407,0.031524039804935455
5,acrylic,cloth,2.739130435,2.9444389791664407,0.4250924289226532
6,action,adjustment,2.0,2.538973871058276,0.16254760324954987
7,action,entrance,1.5833333330000001,2.538973871058276,-0.0055555496364831924
8,activity,event,4.083333333,2.538973871058276,0.15490643680095673
9,activity,music,2.6818181819999998,2.9444389791664407,0.12320689857006073
10,activity,skiing,3.45,2.2512917986064953,0.1225397139787674
11,addition,segment,2.5,2.2512917986064953,0.18382152915000916
12,adhesive,glue,4.608695652,2.538973871058276,0.5828511714935303
13,adult,dentist,2.47826087,2.0281482472922856,0.16337624192237854
14,adult,doctor,2.782608696,2.0281482472922856,0.14563731849193573
15,afternoon,substance,1.0,2.2512917986064953,0.09629164636135101
16,age,childhood,3.782608696,2.538973871058276,0.3242049515247345
17,agency,army,2.916666667,2.9444389791664407,0.1340247541666031
18,agency,office,3.857142857,3.6375861597263857,0.3410532772541046
19,agency,police,3.19047619,2.538973871058276,0.17157071828842163
20,agent,spy,4.0,2.538973871058276,0.22239892184734344
21,agreement,contract,4.476190476,2.538973871058276,0.5878522992134094
22,aim,purpose,4.3636363639999995,3.6375861597263857,0.4913741946220398
23,aircraft,balloon,2.869565217,2.538973871058276,0.30553919076919556
24,aircraft,yacht,2.434782609,2.2512917986064953,0.36626049876213074
25,alarm,horn,3.458333333,2.9444389791664407,0.2505389153957367
26,alarm,press,2.0,2.2512917986064953,0.04788225144147873
27,algorithm,search,1.863636364,2.0281482472922856,0.18196694552898407
28,alien,stranger,3.428571429,3.6375861597263857,0.19160334765911102
29,alloy,metal,3.954545455,3.6375861597263857,0.5472536683082581
30,alphabet,script,3.5,2.9444389791664407,0.2450544834136963
31,aluminum,oxygen,1.608695652,2.2512917986064953,0.18261118233203888
32,amount,distance,1.9583333330000001,2.538973871058276,0.14687392115592957
33,amount,number,4.1363636360000005,3.258096538021482,0.45802977681159973
34,amount,season,1.434782609,2.2512917986064953,0.09351825714111328
35,amusement,athletics,2.6,2.538973871058276,0.09771433472633362
36,amusement,play,4.041666667,2.538973871058276,0.021676279604434967
37,amusement,procedure,1.454545455,2.2512917986064953,0.006005164701491594
38,anatomy,creation,2.565217391,2.2512917986064953,0.03574077785015106
39,animal,flora,2.0,2.538973871058276,0.2680676579475403
40,animal,worm,2.72,2.538973871058276,0.18760521709918976
41,ankle,joint,4.227272727,2.2512917986064953,0.09240589290857315
42,anniversary,birthday,3.727272727,2.9444389791664407,0.6355036497116089
43,answer,plea,2.44,2.9444389791664407,0.1278296858072281
44,apparel,dress,4.227272727,3.6375861597263857,0.3638991415500641
45,appearance,shadow,2.52173913,2.538973871058276,0.06120753288269043
46,apple,bank,1.125,1.2396908869280152,0.09847899526357651
47,apple,orange,3.47826087,2.2512917986064953,0.3920346200466156
48,apple,pod,2.0434782609999997,2.2512917986064953,0.17623195052146912
49,appliance,dryer,3.333333333,2.9444389791664407,0.4007231295108795
50,appliance,refrigerator,4.227272727,2.2512917986064953,0.4041455388069153
51,approach,swing,1.6521739130000002,2.9444389791664407,0.22982333600521088
52,approval,encouragement,2.8636363639999995,2.9444389791664407,0.2211473137140274
53,approving,interaction,2.0,1.6916760106710724,-0.028190502896904945
54,arc,rainbow,3.347826087,2.9444389791664407,0.20204590260982513
55,architecture,engineering,3.25,2.538973871058276,0.4252658188343048
56,area,patio,2.545454545,2.9444389791664407,0.20539109408855438
57,area,region,4.318181818,3.6375861597263857,0.5685420036315918
58,argument,evidence,3.045454545,2.9444389791664407,0.4030219316482544
59,argument,indication,1.772727273,2.538973871058276,0.21126717329025269
60,arm,arrow,2.230769231,2.538973871058276,0.2873231768608093
61,arm,missile,2.772727273,2.9444389791664407,0.10707105696201324
62,armor,mail,1.913043478,2.538973871058276,0.11141513288021088
63,army,legion,3.285714286,2.9444389791664407,0.31562647223472595
64,aroma,fragrance,4.681818182,3.6375861597263857,0.49516913294792175
65,aroma,smell,4.19047619,3.6375861597263857,0.7462227940559387
66,arrangement,blizzard,1.25,2.2512917986064953,0.006453623995184898
67,arrangement,room,2.3809523809999997,2.538973871058276,0.1303066462278366
68,article,girl,1.208333333,1.55814461804655,0.07161868363618851
69,artillery,gun,3.541666667,3.6375861597263857,0.31728944182395935
70,aspen,maple,2.791666667,2.2512917986064953,0.44410815834999084
71,ass,donkey,4.85,2.9444389791664407,0.3451817035675049
72,assembly,crowd,3.3636363639999995,2.538973871058276,0.11833680421113968
73,assets,capital,4.090909091,2.9444389791664407,0.3060295283794403
74,assets,credit,3.47826087,2.9444389791664407,0.2780695855617523
75,assets,income,4.038461538,2.0281482472922856,0.37657982110977173
76,association,organization,4.3623188410000004,2.9444389791664407,0.5026217699050903
77,athlete,participant,3.458333333,2.538973871058276,0.2533724009990692
78,athletics,racing,3.826086957,2.9444389791664407,0.28749990463256836
79,athletics,swimming,3.45,2.538973871058276,0.4530657231807709
80,attitude,notice,1.486486486,1.845826690498331,0.1554044634103775
81,attitude,study,1.88,2.0281482472922856,0.044458139687776566
82,attorney,lawyer,4.681818182,3.6375861597263857,0.8204510807991028
83,attraction,pressure,1.565217391,2.2512917986064953,0.08865930140018463
84,attraction,quality,2.347826087,2.9444389791664407,0.05594451352953911
85,attribute,condition,2.576923077,2.538973871058276,0.12684540450572968
86,average,time,2.3809523809999997,2.0281482472922856,0.16192664206027985
87,baby,computer,1.24,2.2512917986064953,0.10761381685733795
88,bail,bond,3.086956522,3.6375861597263857,0.5878828167915344
89,bait,instrument,2.090909091,2.538973871058276,0.0457930788397789
90,bait,pump,1.208333333,2.0281482472922856,0.12605543434619904
91,bakery,work,2.541666667,2.9444389791664407,0.06698977947235107
92,bakery,workplace,3.0,2.9444389791664407,0.1811733841896057
93,balance,gauge,2.6,2.2512917986064953,0.15483736991882324
94,ball,egg,1.727272727,3.6375861597263857,0.13399271667003632
95,ball,nut,1.727272727,3.6375861597263857,0.08725305646657944
96,ball,poker,2.165217391,1.6916760106710724,0.03036888875067234
97,ball,sphere,4.1428571430000005,2.9444389791664407,0.10959682613611221
98,band,circle,2.954545455,3.6375861597263857,0.17012818157672882
99,bar,needle,1.772727273,2.538973871058276,0.06571919471025467
100,bar,rod,4.0476190480000005,2.538973871058276,0.16397930681705475
101,barrel,gallon,3.1538461539999996,2.538973871058276,0.5364537239074707
102,base,club,1.619047619,2.0281482472922856,0.12710943818092346
103,base,stock,2.4761904759999998,2.9444389791664407,0.04323095083236694
104,baseball,softball,3.230769231,2.9444389791664407,0.7089905738830566
105,basin,vessel,4.076923077,2.9444389791664407,0.26945820450782776
106,basketball,hockey,2.782608696,2.2512917986064953,0.6131463646888733
107,basketball,squash,2.833333333,2.538973871058276,0.3257344663143158
108,bathroom,chamber,2.6818181819999998,2.538973871058276,0.1328170895576477
109,battle,fight,4.583333333,3.6375861597263857,0.7021284103393555
110,bay,mere,1.5833333330000001,2.0281482472922856,0.05647603049874306
111,beach,chain,1.047619048,2.538973871058276,0.10707829147577286
112,beach,ridge,2.260869565,2.538973871058276,0.23729391396045685
113,beam,column,2.961538462,2.2512917986064953,0.13002730906009674
114,beat,meter,1.92,3.6375861597263857,0.09286188334226608
115,beat,rhythm,4.3636363639999995,3.6375861597263857,0.31286320090293884
116,bed,layer,2.136363636,3.6375861597263857,0.09350648522377014
117,bedroom,cell,2.136363636,2.538973871058276,0.19856350123882294
118,bedroom,construction,2.208333333,2.2512917986064953,0.09192823618650436
119,bee,insect,4.043478261000001,2.538973871058276,0.5376728177070618
120,beef,cattle,4.173913043,2.9444389791664407,0.5763146281242371
121,beef,meat,4.619047619,2.9444389791664407,0.7286376953125
122,beginner,novice,4.166666667,3.6375861597263857,0.6275571584701538
123,behavior,purpose,2.304347826,2.2512917986064953,0.062215693295001984
124,belief,magic,2.565217391,2.538973871058276,0.15952672064304352
125,belief,purpose,2.333333333,2.2512917986064953,0.21697336435317993
126,bench,seat,4.428571429,2.9444389791664407,0.20160365104675293
127,bend,curve,4.541666667,3.6375861597263857,0.4731566309928894
128,berry,citrus,3.0,2.538973871058276,0.5765047073364258
129,bill,invoice,4.5882352939999995,3.6375861597263857,0.2755345106124878
130,billboard,structure,3.0,2.538973871058276,0.1256144940853119
131,bin,box,3.956521739,2.538973871058276,0.38125601410865784
132,bin,cup,2.217391304,2.538973871058276,0.2280007302761078
133,binary,star,1.863636364,2.9444389791664407,0.07367878407239914
134,bird,creature,3.458333333,2.2512917986064953,0.5089614391326904
135,bird,solid,1.0909090909999999,2.2512917986064953,-0.03150169178843498
136,birth,modification,1.434782609,2.9444389791664407,0.03812478110194206
137,bishop,priest,4.269230769,2.9444389791664407,0.7934755086898804
138,bit,tool,2.708333333,2.538973871058276,0.12037093192338943
139,bite,breakfast,2.869565217,2.538973871058276,0.2429375946521759
140,bite,taste,3.6363636360000005,2.9444389791664407,0.29592353105545044
141,black,juvenile,1.2380952379999999,2.538973871058276,0.1294853538274765
142,blade,projector,1.434782609,2.0281482472922856,0.2643125057220459
143,blanket,sleeve,2.111111111,2.2512917986064953,0.2415846586227417
144,blizzard,rash,1.307692308,3.6375861597263857,0.1842387318611145
145,blow,contact,1.6956521740000001,2.538973871058276,0.030442368239164352
146,blue,red,3.272727273,2.538973871058276,0.7225173115730286
147,board,commission,3.173913043,2.9444389791664407,0.47836947441101074
148,boat,ferry,4.083333333,2.9444389791664407,0.6005297303199768
149,boat,vessel,3.208333333,2.9444389791664407,0.6984575986862183
150,body,trunk,3.260869565,3.6375861597263857,0.37316837906837463
151,bond,security,3.904761905,2.9444389791664407,0.10073645412921906
152,bone,skull,4.272727273,2.9444389791664407,0.5099736452102661
153,book,encyclopedia,3.904761905,2.538973871058276,0.4008641242980957
154,booklet,reference,3.380952381,2.538973871058276,0.22849081456661224
155,boot,kick,3.173913043,3.6375861597263857,0.37810420989990234
156,boot,punch,1.75,2.538973871058276,0.2068771868944168
157,bottom,sole,3.347826087,2.9444389791664407,0.08124465495347977
158,boy,male,4.52173913,2.9444389791664407,0.3245009481906891
159,boy,rover,2.0,2.2512917986064953,0.07726673781871796
160,brace,stand,2.913043478,2.538973871058276,0.11315120756626129
161,brain,head,4.173913043,3.6375861597263857,0.13305117189884186
162,brake,click,1.761904762,2.2512917986064953,0.111579529941082
163,branch,department,4.043478261000001,2.538973871058276,0.2755652368068695
164,brand,knife,1.6818181819999998,2.538973871058276,0.00817489717155695
165,brand,surname,2.3181818180000002,2.538973871058276,0.18288004398345947
166,brandy,liquor,4.541666667,2.9444389791664407,0.409329891204834
167,brass,executive,1.913043478,2.9444389791664407,0.14083676040172577
168,bread,bun,4.304347826,2.9444389791664407,0.43261343240737915
169,break,dash,2.916666667,2.9444389791664407,0.16290810704231262
170,break,insert,2.041666667,2.9444389791664407,0.17101894319057465
171,brick,cement,3.625,2.538973871058276,0.3221324384212494
172,brick,strip,1.5416666669999999,2.2512917986064953,0.15492036938667297
173,broadcast,packet,1.727272727,2.538973871058276,0.0814894437789917
174,brochure,publication,3.875,2.538973871058276,0.20736026763916016
175,brochure,reference,2.95,2.538973871058276,0.21058128774166107
176,brother,member,2.583333333,2.9444389791664407,0.1358828991651535
177,brush,implement,2.47826087,2.9444389791664407,0.05085381120443344
178,budget,fund,4.0,2.9444389791664407,0.3816611170768738
179,buffer,cache,2.409090909,2.9444389791664407,0.19961728155612946
180,bug,child,1.276595745,2.0281482472922856,0.0720386803150177
181,build,flesh,1.8333333330000001,3.6375861597263857,0.03443937748670578
182,building,cafe,3.142857143,2.538973871058276,0.21219196915626526
183,bulb,onion,2.92,2.9444389791664407,0.35584384202957153
184,bulletin,news,4.666666667,2.538973871058276,0.3777238726615906
185,bunny,server,1.25,2.538973871058276,0.04174621030688286
186,burn,hurt,3.730769231,2.9444389791664407,0.22546082735061646
187,burning,flame,4.48,2.9444389791664407,0.4120018482208252
188,burning,punishment,2.52,2.2512917986064953,0.10356564074754715
189,burst,transformation,1.952380952,2.538973871058276,0.16333800554275513
190,business,disposition,1.5833333330000001,2.2512917986064953,0.11581073701381683
191,business,railway,2.541666667,2.2512917986064953,0.09772921353578568
192,butter,stick,2.375,2.9444389791664407,0.3180953562259674
193,butterfly,comma,1.1304347829999999,2.538973871058276,0.12865866720676422
194,cab,taxi,4.476190476,3.6375861597263857,0.7510558366775513
195,cake,pie,3.545454545,2.2512917986064953,0.5867395997047424
196,calendar,circulation,1.6956521740000001,1.3350010667323402,0.07311556488275528
197,calendar,system,1.9166666669999999,2.9444389791664407,0.07705017179250717
198,call,meeting,2.727272727,2.5649493574615367,0.20024922490119934
199,call,statement,2.125,2.9444389791664407,0.1865672767162323
200,campaign,operation,2.826086957,2.9444389791664407,0.26569902896881104
201,candy,sweet,4.510638298,2.9444389791664407,0.3450829088687897
202,cap,covering,3.6818181819999998,2.9444389791664407,0.25894472002983093
203,capital,seat,2.32,2.9444389791664407,0.04634915292263031
204,captain,officer,4.0,2.9444389791664407,0.2198590189218521
205,card,plastic,2.3913043480000002,2.538973871058276,0.1901129186153412
206,carriage,coach,3.708333333,3.6375861597263857,-0.004379186313599348
207,cart,wagon,4.375,2.9444389791664407,0.47518062591552734
208,cartoon,wit,2.666666667,2.9444389791664407,0.1461891233921051
209,case,grip,2.12,2.538973871058276,0.06822122633457184
210,case,luggage,3.68,2.9444389791664407,0.146087646484375
211,case,tin,2.6,2.538973871058276,0.08988265693187714
212,cast,fishing,2.6,2.9444389791664407,0.09511564671993256
213,cat,vision,1.4318181819999998,1.2396908869280152,0.021340932697057724
214,category,flavor,2.4285714290000002,2.538973871058276,0.14453929662704468
215,cave,formation,2.347826087,2.9444389791664407,0.13330873847007751
216,ceiling,overhead,3.52,2.9444389791664407,0.32565081119537354
217,cement,glue,3.0,2.9444389791664407,0.28643596172332764
218,center,loss,1.3043478259999999,1.55814461804655,0.07423599064350128
219,century,decade,3.4347826089999995,2.538973871058276,0.6030654907226562
220,century,period,3.769230769,2.9444389791664407,0.1490105390548706
221,century,temperature,1.1304347829999999,2.2512917986064953,0.09948188811540604
222,certificate,study,3.1363636360000005,2.538973871058276,0.11113692075014114
223,certificate,wave,1.145833333,1.55814461804655,0.02775520645081997
224,chair,furniture,3.869565217,2.538973871058276,0.27611640095710754
225,chair,rocker,2.826086957,2.9444389791664407,0.13695409893989563
226,chance,opportunity,4.590909091,3.6375861597263857,0.7239692807197571
227,chance,probability,4.619047619,3.6375861597263857,0.3713298439979553
228,chandler,retailer,2.130434783,2.9444389791664407,0.15160609781742096
229,change,decrease,3.0,2.9444389791664407,0.3771620988845825
230,change,move,3.4347826089999995,2.9444389791664407,0.42495688796043396
231,channel,sound,3.2,2.9444389791664407,0.08016107231378555
232,character,vision,1.6666666669999999,2.538973871058276,0.24365007877349854
233,charge,damage,2.375,2.538973871058276,0.17173011600971222
234,charge,tax,4.0869565219999995,2.5649493574615367,0.22514000535011292
235,check,draft,3.952380952,2.9444389791664407,0.06182186305522919
236,cheese,food,4.0,2.9444389791664407,0.35976916551589966
237,chemical,salt,3.5909090910000003,2.538973871058276,0.24933932721614838
238,chess,duty,1.166666667,1.6916760106710724,-0.09396786987781525
239,chick,hen,3.8636363639999995,2.538973871058276,0.46162012219429016
240,chicken,poultry,4.2173913039999995,2.9444389791664407,0.6559159755706787
241,chief,guru,3.904761905,2.538973871058276,0.30038756132125854
242,child,kid,4.8571428569999995,3.6375861597263857,0.47546741366386414
243,chin,feature,2.875,2.9444389791664407,-0.01317864190787077
244,choice,option,4.590909091,3.6375861597263857,0.5115454196929932
245,chuck,jaw,2.090909091,2.538973871058276,0.11162068694829941
246,church,temple,4.347826087,2.538973871058276,0.4843352437019348
247,circle,oval,3.347826087,2.9444389791664407,0.28099676966667175
248,citrus,orange,4.208333333,2.9444389791664407,0.3471687436103821
249,climb,mount,4.166666667,3.6375861597263857,0.32009992003440857
250,clock,timer,4.416666667,2.538973871058276,0.3174780011177063
251,cloth,satin,3.857142857,2.9444389791664407,0.44971853494644165
252,cloud,energy,1.727272727,2.538973871058276,0.1351437270641327
253,club,society,3.869565217,3.6375861597263857,0.20762011408805847
254,coach,trainer,4.6,2.9444389791664407,0.41735559701919556
255,coat,newspaper,1.0888888890000001,1.845826690498331,0.046910062432289124
256,coat,roof,2.304347826,2.2512917986064953,0.24117456376552582
257,code,software,3.52,2.9444389791664407,0.35378456115722656
258,coffee,meeting,2.602941176,1.2396908869280152,0.12110551446676254
259,coin,currency,4.571428571,2.538973871058276,0.32449713349342346
260,collapse,shock,3.043478261,2.9444389791664407,0.2929055392742157
261,collection,packet,2.772727273,2.9444389791664407,0.10463985800743103
262,collision,smash,3.904761905,2.9444389791664407,0.33687955141067505
263,color,purple,4.090909091,2.5649493574615367,0.5209280848503113
264,color,quality,2.407407407,2.9444389791664407,0.2761475741863251
265,coloring,yellow,3.791666667,2.5649493574615367,0.40759608149528503
266,comfort,relief,3.857142857,2.9444389791664407,0.27087658643722534
267,commander,editor,2.041666667,2.2512917986064953,0.3054550588130951
268,commerce,transport,2.739130435,2.538973871058276,0.28482964634895325
269,commitment,guarantee,3.791666667,2.538973871058276,0.259952187538147
270,communication,message,4.083333333,2.9444389791664407,0.2904990017414093
271,communication,statement,3.3913043480000002,2.538973871058276,0.1744423657655716
272,communication,tune,2.409090909,2.2512917986064953,0.01686924695968628
273,community,province,3.3913043480000002,2.2512917986064953,0.20996811985969543
274,community,territory,2.739130435,2.9444389791664407,0.16152945160865784
275,company,distributor,3.523809524,2.9444389791664407,0.4235365092754364
276,company,establishment,3.833333333,2.9444389791664407,0.10736075043678284
277,comparison,scrutiny,2.727272727,2.9444389791664407,0.2192762941122055
278,compound,salt,3.045454545,2.9444389791664407,0.03645503148436546
279,conclusion,result,4.523809524,2.9444389791664407,0.2613881230354309
280,condition,status,4.090909091,3.6375861597263857,0.2785335183143616
281,conditions,weather,3.666666667,3.6375861597263857,0.5180812478065491
282,congress,sex,1.8181818180000002,2.9444389791664407,0.08995351940393448
283,connection,keyboard,2.4,2.2512917986064953,0.1403241604566574
284,conservation,traveling,1.717391304,1.4403615823901665,0.05651367828249931
285,construction,window,2.761904762,2.2512917986064953,0.027976620942354202
286,continent,ground,2.791666667,2.538973871058276,0.16465841233730316
287,control,driving,3.714285714,2.5649493574615367,0.1428619772195816
288,cook,printer,1.3478260869999998,2.538973871058276,0.1501653492450714
289,cooking,cuisine,4.25,2.9444389791664407,0.519524335861206
290,copy,image,3.25,2.538973871058276,0.21214145421981812
291,copy,work,3.125,2.159484249353372,0.17293286323547363
292,cord,pick,1.5909090909999999,2.538973871058276,0.0663800984621048
293,cord,yarn,2.761904762,2.9444389791664407,0.2563583254814148
294,corridor,hall,4.041666667,2.9444389791664407,0.20914563536643982
295,corruption,house,1.255319149,1.55814461804655,0.06065887212753296
296,cost,postage,3.086956522,2.538973871058276,0.37246546149253845
297,cost,reward,2.80952381,2.538973871058276,0.187064528465271
298,couch,lounge,3.347826087,3.6375861597263857,0.39867106080055237
299,count,number,4.166666667,3.258096538021482,0.3204383850097656
300,counter,furniture,2.3,2.9444389791664407,0.07978403568267822
301,country,playground,1.7916666669999999,2.9444389791664407,0.0660523772239685
302,course,starter,2.666666667,2.9444389791664407,0.011506043374538422
303,court,drawer,1.2727272729999999,2.2512917986064953,0.07789748907089233
304,court,tribunal,3.791666667,3.6375861597263857,0.5196799039840698
305,cousin,relation,4.043478261000001,2.9444389791664407,0.08918696641921997
306,cousin,relative,4.5,2.9444389791664407,0.29645735025405884
307,cover,feather,2.44,2.5649493574615367,0.01707022823393345
308,cover,hair,2.65,2.538973871058276,0.12527179718017578
309,cover,sleeve,3.260869565,2.2512917986064953,0.18215608596801758
310,covering,skin,3.35,2.538973871058276,0.0768757089972496
311,crack,hole,3.04,2.538973871058276,0.17486876249313354
312,craft,trade,3.458333333,3.6375861597263857,0.174839049577713
313,creation,stitch,2.68,2.2512917986064953,0.1175660490989685
314,creativity,vision,3.1818181819999998,2.9444389791664407,0.32731714844703674
315,credit,sum,3.0,2.538973871058276,0.1011304184794426
316,creek,stream,3.88,2.9444389791664407,0.435722291469574
317,crew,society,2.0,2.2512917986064953,0.11282312124967575
318,crew,unit,3.5909090910000003,2.9444389791664407,0.15324059128761292
319,crop,plant,4.083333333,2.9444389791664407,0.20734356343746185
320,crow,jay,2.217391304,2.538973871058276,0.36004775762557983
321,crown,place,1.5416666669999999,2.9444389791664407,0.2832305431365967
322,crush,push,2.1818181819999998,2.2512917986064953,0.3074693977832794
323,cube,dice,3.925925926,3.258096538021482,0.21997076272964478
324,cup,handbag,1.318181818,2.538973871058276,0.23449231684207916
325,cup,son,1.086956522,1.2396908869280152,0.05929044261574745
326,current,flow,3.761904762,3.6375861597263857,0.08659165352582932
327,curve,rainbow,3.44,2.538973871058276,0.10084690153598785
328,customers,mission,1.641304348,1.1526795099383855,0.12870590388774872
329,cut,meat,2.904761905,2.9444389791664407,0.1450543999671936
330,cutter,knife,4.458333333,2.538973871058276,0.2943136692047119
331,cylinder,pen,2.227272727,2.2512917986064953,0.18388482928276062
332,dad,parent,4.545454545,2.538973871058276,0.27678099274635315
333,daisy,flower,4.5,2.9444389791664407,0.5681577920913696
334,damage,terms,1.761904762,3.6375861597263857,0.05493657663464546
335,danger,status,1.904761905,2.9444389791664407,0.11130420118570328
336,dash,sprint,3.375,3.6375861597263857,0.4428231716156006
337,dashboard,protection,2.173913043,2.9444389791664407,0.10131919384002686
338,database,list,4.08,2.9444389791664407,0.36180201172828674
339,daughter,girl,4.04,3.6375861597263857,0.6489864587783813
340,day,shoes,1.288888889,1.55814461804655,0.12310661375522614
341,deal,hand,3.041666667,3.6375861597263857,0.06970525532960892
342,debt,deficit,3.458333333,2.538973871058276,0.41728585958480835
343,debt,loan,4.347826087,2.9444389791664407,0.4969016909599304
344,debt,possession,2.481481481,2.538973871058276,0.011560267768800259
345,decision,option,2.9090909089999997,2.9444389791664407,0.23543086647987366
346,decrease,increase,3.541666667,2.538973871058276,0.837031900882721
347,deep,ocean,3.6363636360000005,2.9444389791664407,0.26088112592697144
348,deficit,trust,1.5769230769999998,2.0281482472922856,0.05843065679073334
349,degree,quantity,2.6818181819999998,2.2512917986064953,0.1527235060930252
350,degree,style,1.6521739130000002,2.538973871058276,0.08318120241165161
351,delivery,distribution,3.5909090910000003,2.538973871058276,0.4227827787399292
352,department,division,4.625,2.9444389791664407,0.3312471807003021
353,descent,fall,3.3043478260000003,3.6375861597263857,0.1882558912038803
354,desert,tract,2.2,2.9444389791664407,0.10852231085300446
355,desire,feeling,4.227272727,2.9444389791664407,0.32672950625419617
356,desk,table,4.1724137930000005,2.9444389791664407,0.40456727147102356
357,determination,discovery,2.6086956519999998,2.9444389791664407,0.21692517399787903
358,determination,selection,2.75,2.9444389791664407,0.1363198459148407
359,development,exploitation,2.2,3.6375861597263857,0.3469490110874176
360,device,drum,2.583333333,2.2512917986064953,0.05341143161058426
361,devil,satan,4.7826086960000005,3.6375861597263857,0.513738751411438
362,dialogue,play,3.44,2.2512917986064953,0.19007287919521332
363,diamond,parcel,1.217391304,2.9444389791664407,0.17550645768642426
364,digit,toe,2.64,2.9444389791664407,0.09954876452684402
365,digit,unit,3.6818181819999998,2.538973871058276,0.1364620327949524
366,dinner,party,3.826086957,2.9444389791664407,0.27020829916000366
367,direction,government,2.173913043,2.538973871058276,0.10408872365951538
368,direction,protocol,3.142857143,2.538973871058276,0.06665599346160889
369,direction,traveling,3.1363636360000005,1.55814461804655,0.09378915280103683
370,dirt,sand,3.3913043480000002,2.9444389791664407,0.5580168962478638
371,dirt,soil,4.0,3.6375861597263857,0.42408016324043274
372,discharge,spark,2.782608696,3.6375861597263857,-0.0438404455780983
373,disease,illness,4.739130435,2.9444389791664407,0.600328803062439
374,display,language,1.9166666669999999,2.538973871058276,0.0382811464369297
375,distance,distribution,1.739130435,2.538973871058276,-0.013814736157655716
376,diversion,skiing,1.8260869569999998,2.538973871058276,0.021778974682092667
377,dividend,net,2.52,2.9444389791664407,0.2852793335914612
378,dividend,profit,4.045454545,2.9444389791664407,0.35410335659980774
379,diving,swim,3.96,2.9444389791664407,0.459934800863266
380,dock,herb,1.2380952379999999,2.9444389791664407,-0.0651131346821785
381,document,report,3.826086957,2.9444389791664407,0.4803610146045685
382,dog,fauna,2.666666667,2.538973871058276,0.18985222280025482
383,domain,land,2.5238095240000002,3.6375861597263857,0.2207486927509308
